Cleared_time,market_id,ACOPF_solved,cleared_price_18,cleared_price_57,cleared_quantity_18 (kW),cleared_quantity_57 (kW),DG_13_output (kW),DG_57_output (kW),DG_7_output (kW),DG_18_output (kW),DG_56_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads (kW)
2018-02-10-07:44:39,192,True,82.4972431935,78.6686496105,1151.17264187,2110.04753889,299.999988109,499.999984835,99.9999907777,199.999009542,249.999526732,-554.406807695,4402.62532038,4402.62532038,2491.40363962
2018-02-10-07:49:39,193,True,81.6696922613,80.3055240926,1199.30462718,2019.05607015,299.999979801,499.999974805,99.9999744859,199.998439167,249.999514005,-558.739624015,4393.15191735,4393.15191735,2524.78910229
2018-02-10-07:54:39,194,True,79.6853165053,80.125795501,1532.2911877,1704.73126781,299.999997666,499.999996525,99.9999870295,199.999998573,249.999962961,-718.89128874,4455.95676491,4455.95676491,2568.93425215
2018-02-10-07:59:39,195,True,82.9019237068,78.700206756,923.142677635,2182.12303151,300.000008778,500.000012807,99.9999837792,199.999998161,249.999871186,-603.383005364,4325.77269439,4325.77269439,2570.50685996
2018-02-10-08:04:39,196,True,80.5387824162,81.5321463775,1478.82928403,1497.79957486,299.999990655,499.999986038,99.9999701591,199.999982768,249.999963291,-605.739450007,4222.05173978,4222.05173978,2595.4227738
2018-02-10-08:09:39,197,True,83.90613805,80.8535020151,995.33839962,1893.01089938,299.999928773,499.999956659,99.9994822378,199.999930025,249.99813092,-669.24988096,4081.84988015,4081.84988015,2543.49800977
2018-02-10-08:14:39,198,True,82.6080037685,82.1738792124,1245.47276099,1757.46803627,299.999993799,499.999993065,99.9999605223,199.999990832,249.99998192,-795.03325037,4194.24816419,4194.24816419,2541.30728707
2018-02-10-08:19:39,199,True,83.8105019747,81.0852110061,1186.01130727,1840.24552168,299.999937047,499.999967908,99.9995289499,199.999937168,249.998066438,-735.733901817,4169.40737577,4169.40737577,2493.14798433
2018-02-10-08:24:39,200,True,83.1348634576,81.8529180877,1119.4321901,1780.872257,299.999916296,499.999939629,99.999394308,199.99990934,249.997667144,-671.288310454,4002.99206468,4002.99206468,2452.6844443
2018-02-10-08:29:39,201,True,84.2883451418,81.4514459255,1027.10637708,1779.27962802,299.999909115,499.999936262,99.9993141088,199.999907697,249.997686081,-616.862890643,3862.92454415,3862.92454415,2406.53529232
2018-02-10-08:34:39,202,True,81.8634777889,82.6320922985,1418.55883987,1447.61588301,299.999909138,499.99992745,99.9992181024,199.999910869,249.997550931,-680.448348184,3943.6492746,3943.6492746,2427.47106821
2018-02-10-08:39:39,203,True,85.3812348892,79.6283053805,507.1445516,2133.08961537,299.999955855,500.000030568,99.9996299159,200.000003498,249.999295143,-575.035444718,3731.78088521,3731.78088521,2441.54563322
2018-02-10-08:44:39,204,True,76.2020942333,82.1876000532,1619.97537546,1133.69663532,299.999988928,499.999986888,99.9999827407,199.999182869,249.99919245,-517.346719811,3796.74300439,3796.74300439,2393.06932749
2018-02-10-08:49:39,205,True,85.8511000049,75.0842583369,208.050428324,2406.38397394,299.999982612,499.999797078,99.9999159167,199.99823313,245.543556159,-393.456821397,3703.46119682,3703.46119682,2434.56827945
2018-02-10-08:54:39,206,True,78.1991494321,82.2910743097,1619.97542512,617.104990154,287.053115514,404.452652246,99.9988738496,163.971043062,186.025456133,-369.606480994,3656.54187479,3656.54187479,2560.96260032
2018-02-10-08:59:39,207,True,85.3055368617,75.5800084435,360.584178788,2406.38396014,299.99980923,499.999046641,99.9992397383,199.998143796,247.06056641,-544.441571118,3838.26482249,3838.26482249,2418.35348938
2018-02-10-09:04:39,208,True,76.2787527666,82.2709940513,1619.97544889,655.624296687,289.189093244,407.986746604,99.9994704763,165.233344307,187.735519865,-348.498504084,3735.35336461,3735.35336461,2609.89779353
2018-02-10-09:09:39,209,True,999,72.3043833847,0.000203701883853,2406.38398279,299.996718096,451.575496164,99.9990225391,180.800582414,208.826844181,-427.819835755,3649.58218702,3649.58218702,2484.39666392
2018-02-10-09:14:39,210,True,80.6945989578,82.0840477907,1619.97511994,650.874329,269.396158376,374.99412322,99.9999267699,153.450256814,171.771345939,-386.055802659,3729.17725649,3729.17725649,2527.93961867
2018-02-10-09:19:39,211,True,90.1323067686,77.5749088599,253.433677892,2406.3839816,299.99992662,499.99996443,99.9999174856,199.999997664,249.998316728,-499.505266506,3799.97289945,3799.97289945,2490.15336289
2018-02-10-09:24:39,212,True,79.6595925022,82.1753295391,1619.97542869,678.481780369,284.496192557,400.167738748,99.998445571,162.440789825,183.95212025,-352.671661471,3668.94309943,3668.94309943,2501.54117732
2018-02-10-09:29:39,213,True,92.3045557606,75.4082516495,25.7793202373,2406.38394293,299.999212715,454.580996136,99.9999673513,181.874092481,210.281070251,-440.797918016,3688.26154536,3688.26154536,2502.83362112
2018-02-10-09:34:39,214,True,79.4665128003,82.223181809,1619.97436717,703.442228339,272.078260302,379.465683626,99.9998046494,155.047175514,173.93498781,-437.575350593,3829.15335593,3829.15335593,2586.26267232
2018-02-10-09:39:39,215,True,92.3633783241,72.9276391901,154.604618534,2406.383983,299.999940357,499.999969554,99.9999572874,200.000009522,249.999588957,-493.50929769,3658.01039296,3658.01039296,2447.0212571
2018-02-10-09:44:39,216,True,80.8679954248,82.4465903421,1619.97489714,710.413769789,287.284004181,404.907594628,99.9976088212,164.133414738,186.245587393,-445.887440106,3711.30806914,3711.30806914,2523.48761198
2018-02-10-09:49:39,217,True,91.7340503124,76.9272587691,175.240404662,2406.3839685,299.99992474,499.999113104,99.9998125037,199.997475771,242.24327908,-469.742543477,3783.29586509,3783.29586509,2543.91109713
2018-02-10-09:54:39,218,True,79.6785782649,82.5067938422,1619.97543394,726.447806059,274.357492762,383.262627872,99.9999293222,156.403313249,175.772238209,-494.60262926,3796.23590766,3796.23590766,2539.60826908
2018-02-10-09:59:39,219,True,92.0685265848,76.1675216658,157.691854344,2406.38396406,299.999903638,499.999666406,99.9997694342,199.99947052,246.804675776,-489.225685937,3727.10021446,3727.10021446,2509.82788183
2018-02-10-10:04:39,220,True,81.3475468976,82.5227729341,1619.97299605,714.253765402,280.415047872,393.384370805,99.9969896292,160.017641958,180.669764495,-497.082946645,3769.77629392,3769.77629392,2550.03334723
2018-02-10-10:09:39,221,True,93.5076992623,74.9111425328,45.7024013675,2406.38378104,299.999618541,481.686587003,99.9996425907,191.553193073,223.397930226,-401.426282862,3674.0996208,3674.0996208,2518.65040982
2018-02-10-10:14:39,222,True,80.167742494,82.3350613875,1619.97543852,626.772495113,270.340224533,376.567233886,99.9994591668,154.012095492,172.53253043,-494.919810462,3686.94110715,3686.94110715,2513.64471703
2018-02-10-10:19:39,223,True,92.9102369045,76.1433685409,169.494429561,2406.38395297,299.999907835,494.257525953,99.9997494007,196.061968457,229.528623752,-434.862681737,3734.48118148,3734.48118148,2478.45057434
2018-02-10-10:24:39,224,True,81.605634892,82.2111024142,1619.97544748,500.226140629,270.439852957,376.733166036,99.9998904928,154.071363974,172.61282137,-437.419805933,3577.6258266,3577.6258266,2531.28133332
2018-02-10-10:29:39,225,True,999,75.147014803,0.000131831865123,2406.38401237,299.999852119,467.586802192,99.9996516677,186.518888173,216.57426751,-373.457252435,3546.68680121,3546.68680121,2410.98211867
2018-02-10-10:34:39,226,True,84.0317843017,81.7906963252,1619.97484091,530.480346488,266.893526447,370.824264059,99.9986294045,151.960912958,169.75364758,-376.438241806,3597.43518281,3597.43518281,2506.41097586
2018-02-10-10:39:39,227,True,999,79.5149877562,1.46976868319e-06,2321.51376314,300.000000113,499.999998393,99.9999977422,200.000001461,249.999968507,-311.024023645,3378.81059166,3378.81059166,2407.29679327
2018-02-10-10:44:39,228,True,88.0595948979,81.5585420159,1619.97544448,682.260943305,296.721111086,420.789050452,99.9999710019,169.805585462,193.930180074,-341.679523122,3472.69576283,3472.69576283,2351.70527312
2018-02-10-10:49:39,229,True,98.9369559784,78.9216575117,166.212879862,2173.46241766,299.999993746,490.322034886,99.9999560639,194.638731701,227.575478404,-218.41563548,3489.46153213,3489.46153213,2462.32242941
2018-02-10-10:54:39,230,True,87.89407191,82.3012013712,1619.97537253,368.766855605,282.801113063,397.341850695,99.9915987602,161.43150254,182.584744871,-258.361477174,3201.14893735,3201.14893735,2336.55751915
2018-02-10-10:59:39,231,True,97.1676912044,79.3424133913,174.364595982,2200.77224525,299.999623965,478.304096292,99.9970487374,190.345174711,221.761039504,-214.087746736,3423.95739707,3423.95739707,2339.22753905
2018-02-10-11:04:39,232,True,88.3244204331,81.6658541254,1619.97542745,396.908201352,296.526299313,420.453708446,99.9985782675,169.685815356,193.767918569,-186.879152194,3169.92439386,3169.92439386,2333.47308501
2018-02-10-11:09:39,233,True,94.8344138793,81.3653297638,740.550735902,1477.45246301,299.999834885,462.838028974,99.9986701624,184.822939131,214.276509094,-150.763828435,3178.33580582,3178.33580582,2222.26858915
2018-02-10-11:14:39,234,True,94.5257154552,80.7573264809,587.236741498,1618.52953507,299.999993452,499.999470601,99.9999595923,199.982287591,237.552272845,-168.983258533,3151.85510423,3151.85510423,2283.62281175
2018-02-10-11:19:39,235,True,89.1571607345,81.6947222029,1619.97545729,640.106555034,299.999967924,463.919319309,99.9999304442,185.209260555,214.799674034,-264.26975533,3162.40146432,3162.40146432,2166.24760426
2018-02-10-11:24:39,236,True,94.886462553,80.3809289968,111.682138631,1930.07296387,299.999545864,453.538376491,99.998316458,181.501693238,209.776642142,-145.451008537,3059.67474925,3059.67474925,2262.73422095
2018-02-10-11:29:39,237,True,88.1853404693,81.6319975392,1619.97339289,495.268711169,299.999689987,450.923028051,99.9990283638,180.567670662,208.511153381,-136.084352479,3090.57281778,3090.57281778,2215.33128417
2018-02-10-11:34:39,238,True,92.0858697613,81.3870524199,849.680690655,1220.69268698,299.99972265,446.138616998,99.9993366168,178.858993588,206.196108613,-128.570302444,3022.22740827,3022.22740827,2183.0468091
2018-02-10-11:39:39,239,True,91.3102559325,81.6792808799,902.608455643,1104.65927211,299.999731228,446.50188029,99.9993215565,178.988729371,206.371881349,-121.881475381,2993.14105181,2993.14105181,2217.73486785
2018-02-10-11:44:39,240,True,88.7431799251,83.3985369864,1559.38780879,434.010599672,299.999822033,468.960941337,99.9984556471,187.009457729,217.239338211,-132.050958648,2908.14534017,2908.14534017,2187.95494667
2018-02-10-11:49:39,241,True,96.4534526435,80.2600712222,0.000379796581028,2049.13112655,299.999776998,458.068057514,99.9987054049,183.119437639,211.968428878,-154.092818134,2985.32542903,2985.32542903,2189.34832912
2018-02-10-11:54:39,242,True,88.7166755051,81.7839947766,1619.97544537,222.831417916,279.120303034,391.200582472,99.9999196134,159.238300076,179.61318439,-111.80993026,2845.52335403,2845.52335403,2111.88878033
2018-02-10-11:59:39,243,True,89.0174037479,81.9489047166,1201.78272407,707.991769359,299.992755209,429.030953649,99.9999944713,172.749149559,197.918203314,-107.599946004,2938.65265463,2938.65265463,2228.56921741
2018-02-10-12:04:39,244,True,97.8187783057,80.4119869899,0.000378537800166,1790.18046052,299.999342765,444.908103211,99.9991480432,178.419521606,205.600696416,-112.822170276,2808.69731653,2808.69731653,2247.44328952
2018-02-10-12:09:39,245,True,89.043509792,82.5750045379,1619.97544822,179.719938197,271.47694814,378.461613502,99.9999128364,154.688668875,173.449167221,-110.005321416,2837.69688636,2837.69688636,2116.07781052
2018-02-10-12:14:39,246,True,80.9062601099,85.5920720158,1619.97540154,125.794056436,282.94306386,397.572501122,99.9992272457,161.513969794,182.696367838,-95.6765225816,2815.56988293,2815.56988293,2194.52555481
2018-02-10-12:19:39,247,True,90.3789518324,82.2402980774,0.0137146925055,1711.42824802,295.774682336,419.005453931,99.9994893089,169.168600709,193.067153326,-94.9615297331,2702.59704596,2702.59704596,2168.17046285
2018-02-10-12:24:39,248,True,83.7026312701,82.1000454068,1619.9742345,311.853611532,291.331563493,411.55814907,99.9995563928,166.508846414,189.463618766,-109.339215321,2765.18536854,2765.18536854,1992.21925664
2018-02-10-12:29:39,249,True,77.4425822093,999,1619.97277422,3.96453589224e-05,280.228929156,393.048813709,99.9997275963,159.898369438,180.507487836,-81.9876376169,2621.84564803,2621.84564803,2115.5561619
2018-02-10-12:34:39,250,True,88.925039257,85.2699808641,0.000944835564737,1702.70326016,292.864873873,414.115641597,99.9995973668,167.422239376,190.701115452,-89.4149751328,2690.87970739,2690.87970739,2153.27897005
2018-02-10-12:39:39,251,True,86.0577030193,83.4433427358,1038.08909458,772.571145516,289.753140784,408.924429421,99.9996452056,165.568236351,188.189238641,-96.8387631759,2563.70198091,2563.70198091,1905.47643122
2018-02-10-12:44:39,252,True,85.7913944451,85.5214441266,1215.29309043,324.163144892,287.966946705,405.946846432,99.9995820272,164.504812437,186.748472304,-72.2996750394,2579.48734246,2579.48734246,2185.19776705
2018-02-10-12:49:39,253,True,85.106737794,85.0392745564,644.839600403,943.881427736,284.17939948,399.632855004,99.9997392459,162.24982056,183.693315707,-76.2403641189,2538.12735064,2538.12735064,2079.1614525
2018-02-10-12:54:39,254,True,85.7554015386,84.8953146809,834.166096322,645.988668825,288.797945824,407.332064926,99.9996043425,164.999534377,187.418739551,-67.0536856348,2521.66776148,2521.66776148,2190.06088535
2018-02-10-12:59:39,255,True,85.1943506434,84.4115694251,822.266608617,690.109934338,286.35548569,403.260200628,99.9996577591,163.545298945,185.448482733,-69.8723866321,2519.80068739,2519.80068739,2146.03327019
2018-02-10-13:04:39,256,True,84.3722260461,85.341879089,1039.42597234,473.56633022,284.164825238,399.608715705,99.9996591133,162.241197647,183.681635148,-70.1368944401,2595.35931081,2595.35931081,2212.0630411
2018-02-10-13:09:39,257,True,84.7778653748,84.1075022754,596.887457012,841.875862747,283.025457407,397.709535611,99.9997282192,161.562920734,182.762677241,-63.1074051207,2516.88342192,2516.88342192,2203.18042137
2018-02-10-13:14:39,258,True,84.5238946868,84.3665919999,814.744723891,675.597345397,282.084532313,396.141276388,99.9997238526,161.002828074,182.003842096,-67.5763033734,2557.86368999,2557.86368999,2188.75382343
2018-02-10-13:19:39,259,True,83.7342637389,84.5561247761,976.640843548,362.437580369,280.849874644,394.083472694,99.9996862553,160.267897825,181.008130533,-54.7199491671,2436.859985,2436.859985,2213.99062303
2018-02-10-13:24:39,260,True,85.5883382881,83.3449462403,252.099018104,1231.66692255,282.849430902,397.416029445,99.9997912221,161.458098897,182.620658369,-67.7099341837,2486.1869046,2486.1869046,2126.76497278
2018-02-10-13:29:39,261,True,84.0709349408,85.2952892087,1110.56566127,239.617008571,280.841638238,394.069761151,99.9996705237,160.263000092,181.00149576,-55.6538029014,2402.0423672,2402.0423672,2168.03526312
2018-02-10-13:34:39,262,True,82.4338300048,84.3284543282,1026.58094051,410.959629961,276.350000732,386.583494713,99.9997641505,157.589336385,177.379109174,-63.3204109489,2468.6258541,2468.6258541,2128.98698878
2018-02-10-13:39:39,263,True,85.5206410612,83.4333941286,133.103575846,1244.7888871,279.29499256,391.491819556,99.9998112615,159.342310279,179.754105197,-58.3163160207,2342.4879415,2342.4879415,2074.47851741
2018-02-10-13:44:39,264,True,82.3977079798,84.3030724026,1383.11832426,126.55998786,275.741176365,385.568786998,99.9997514312,157.226938476,176.888120988,-69.5470287128,2437.1167338,2437.1167338,2022.86319594
2018-02-10-13:49:39,265,True,82.1252127661,83.3727681035,830.745470764,552.150658246,273.911070924,382.518565021,99.9998102422,156.137576781,175.412207839,-58.2394949292,2318.5104467,2318.5104467,2023.5935485
2018-02-10-13:54:39,266,True,89.6317832243,82.1926240682,0.0482209819493,1320.4907418,276.963415655,387.605818135,99.9997949043,157.954452107,177.873781773,-53.7836124383,2235.8015323,2235.8015323,2015.65983209
2018-02-10-13:59:39,267,True,82.4753640622,91.078206219,1380.23888593,0.0275820780903,274.821678938,384.036293781,99.999760191,156.67961938,176.146592008,-58.3606248233,2295.951175,2295.951175,2007.36865129
2018-02-10-14:04:39,268,True,82.1375453311,82.6310457891,509.03064075,848.761606989,271.181163207,377.968680908,99.9998651537,154.512619401,173.210651194,-55.7284222926,2179.5927622,2179.5927622,1898.67349433
2018-02-10-14:09:39,269,True,82.7600244236,81.2361848616,198.28797794,1170.77548746,271.000654665,377.66782091,99.9998790812,154.405169909,173.065073872,-57.4266356795,2166.1685766,2166.1685766,1873.24370964
2018-02-10-14:14:39,270,True,80.4190774554,87.4539033463,1393.98025987,0.00456808915797,271.940900846,379.234945225,99.9997960185,154.964854352,173.823359306,-60.4753690295,2221.8234423,2221.8234423,1907.80247009
2018-02-10-14:19:39,271,True,81.9878365861,81.6416081598,175.431048843,1178.58639727,268.537728096,373.56293294,99.9999002849,152.939138533,171.07883773,-55.5416615162,2142.8978207,2142.8978207,1854.99891217
2018-02-10-14:24:39,272,True,81.7707610909,81.0983887393,513.790401421,751.57160806,268.828784571,374.048035098,99.9998752033,153.112389156,171.313564573,-48.2508822971,2069.1426903,2069.1426903,1871.08332942
2018-02-10-14:29:39,273,True,79.5154837721,83.483087929,1258.9519323,56.0642423072,267.858558361,372.430931357,99.9999979413,152.534856346,170.5310958,-53.6702829413,2121.0742868,2121.0742868,1869.413552
2018-02-10-14:34:39,274,True,82.3900909371,81.6192409413,121.335334556,1050.80046548,268.895585063,374.159370523,99.9998746878,153.15215103,171.367436378,-40.4154322438,2051.1937187,2051.1937187,1946.63233634
2018-02-10-14:39:39,275,True,81.1102529484,80.8629833825,613.425449457,663.09968276,266.754270805,370.59050162,99.9998893863,151.877556135,169.640564561,-49.1488632868,2038.297058,2038.297058,1820.63470829
2018-02-10-14:44:39,276,True,79.749955515,81.2534280539,943.712967226,317.868092437,265.686607361,368.811060296,99.9998725594,151.242041341,168.779544584,-48.4674731892,2058.1164485,2058.1164485,1851.05451498
2018-02-10-14:49:39,277,True,81.0391233326,80.1209735208,204.089593258,1031.84680758,264.373223722,366.622074461,99.9999199236,150.460261389,167.720357992,-45.9725499903,1891.0991274,1891.0991274,1704.33856405
2018-02-10-14:54:39,278,True,80.2906734746,80.4645708713,637.404106253,485.827154493,263.942176227,365.903666692,99.9998997479,150.203686907,167.372741279,-36.529499566,1827.2044343,1827.2044343,1751.39534441
2018-02-10-14:59:39,279,True,79.4252502252,80.4745764416,807.886798802,458.177624966,263.781343104,365.635610706,99.999898635,150.107952675,167.243036786,-48.7154858785,1786.5118516,1786.5118516,1567.21526974
2018-02-10-15:04:39,280,True,79.9068431393,79.7104970942,295.147063353,857.42022168,261.843942681,362.406599082,99.9999298184,148.954734975,165.680611938,-39.0894111333,1595.3887117,1595.3887117,1481.70724516
2018-02-10-15:09:39,281,True,79.474395734,79.8001179704,605.926678091,597.336613967,261.530871853,361.88481631,99.9999226268,148.768383775,165.42813636,-43.2922176756,1628.437692,1628.437692,1462.78653087
2018-02-10-15:14:39,282,True,78.6232042056,79.5512165445,775.262144567,438.145972106,259.788103957,358.980198964,99.9999259715,147.731020649,164.022676405,-44.4008059834,1667.686174,1667.686174,1484.79998327
2018-02-10-15:19:39,283,True,78.9106757453,79.1108938205,272.5362369,825.403295193,259.286255357,358.143780791,99.9999421471,147.432300197,163.61795799,-34.7712094106,1510.0542653,1510.0542653,1440.59496969
2018-02-10-15:24:39,284,True,78.585595395,79.0146479025,650.105326399,469.673704714,257.772791832,355.621340627,99.9999394753,146.531428706,162.397422429,-36.6713490901,1640.9410108,1640.9410108,1543.48490276
2018-02-10-15:29:39,285,True,77.9552102315,78.8412072324,645.413253721,521.684427849,256.947963383,354.246624568,99.9999454977,146.040458842,161.732237268,-40.6008784289,1532.0578406,1532.0578406,1383.92738859
2018-02-10-15:34:39,286,True,77.7295856919,78.5083136869,513.806185148,608.404594925,255.899510578,352.49920098,99.9999530295,145.416379173,160.886709758,-36.954078392,1534.5704864,1534.5704864,1427.06145985
2018-02-10-15:39:39,287,True,77.5650339406,77.8724352473,454.504049034,681.212958739,254.009345038,349.348921784,99.999963285,144.291279748,159.362381172,-38.0731937072,1556.2397774,1556.2397774,1427.53466065
2018-02-10-15:44:39,288,True,77.8840934614,81.2084186991,425.203733344,43.6272891365,256.047103688,352.745173289,99.999998666,145.50422846,161.005728993,15.4634899392,922.2719142,922.2719142,1468.74312482
