Cleared_time,market_id,ACOPF_solved,cleared_price,cleared_quantity,cleared_DG1_output (kW),cleared_DG2_output (kW),social_welfare ($),planned_SubstationP (kW),expected_SubstationP (kW),total_uncontrollable_loads
2017-11-06-21:13:35,1,True,41.7663586031,0.00130549447727,136.919190725,88.2607019679,12.488914395,1921.76933598,1921.76933598,2131.2081840178903
2017-11-06-21:18:35,2,True,58.0039582052,0.00144715632615,93.5941307046,53.0675500157,6.72907966399,1410.4183068,1410.4183068,1548.4649434252997
2017-11-06-21:23:35,3,True,0.0,0.0,84.0585187957,45.3287024767,5.69099379331,1295.93009574,1295.93009574,1418.0805258258
2017-11-06-21:28:35,4,True,0.0,0.0,91.4637527679,51.3138666675,6.48852831475,1296.44395155,1296.44395155,1432.1369860766
2017-11-06-21:33:35,5,True,0.0,0.0,91.3368994679,51.2262835031,6.47536697239,1307.62751562,1307.62751562,1442.8451377274998
2017-11-06-21:38:35,6,True,0.0,0.0,109.434305223,65.8867401422,8.63375227619,1424.97853434,1424.97853434,1591.7985780674999
2017-11-06-21:43:35,7,True,0.0,0.0,91.7797000797,51.6032634316,6.52584724873,1419.08293503,1419.08293503,1554.0859297422999
2017-11-06-21:48:35,8,True,0.0,0.0,121.772287771,75.8828237921,10.2755342168,1438.56976806,1438.56976806,1627.2618926715002
2017-11-06-21:53:35,9,True,0.0,0.0,85.1254568148,46.2120596505,5.8041338895,1436.12832852,1436.12832852,1558.7362647422003
2017-11-06-21:58:35,10,True,0.0,0.0,116.07848175,71.2762251741,9.50117796962,1495.90780587,1495.90780587,1673.7072917805
2017-11-06-22:03:35,11,True,0.0,0.0,90.4681958804,50.5725796001,6.38230519928,1476.39979359,1476.39979359,1608.0661695940998
2017-11-06-22:08:35,12,True,0.0,0.0,103.278844335,60.8923106187,7.86573211779,1396.68500655,1396.68500655,1552.6693959102001
2017-11-06-22:13:35,13,True,0.0,0.0,103.483951907,61.1030732334,7.89377160813,1506.15339615,1506.15339615,1660.9312840087
2017-11-06-22:18:35,14,True,0.0,0.0,114.769553916,70.1889598621,9.32524808845,1359.4537188,1359.4537188,1536.4829227487
2017-11-06-22:23:35,15,True,0.0,0.0,125.742030417,79.0372497423,10.8282821893,1284.26846607,1284.26846607,1481.879636652
2017-11-06-22:28:35,16,True,0.0,0.0,71.5168302539,35.1699657878,4.45235379459,1245.81732687,1245.81732687,1345.9950358723
2017-11-06-22:33:35,17,True,0.0,0.0,96.9702653881,55.7511529998,7.11289383261,1197.26831502,1197.26831502,1343.8442774379
2017-11-06-22:38:35,18,True,0.0,0.0,102.053827225,59.8410065109,7.71318270662,1102.09467726,1102.09467726,1258.7008288398001
2017-11-06-22:43:35,19,True,0.0,0.0,107.685213968,64.3746600036,8.40552934329,1061.03756772,1061.03756772,1228.3643205309002
2017-11-06-22:48:35,20,True,0.0,0.0,69.2342632289,33.2723251043,4.23978500534,959.40113553,959.40113553,1057.9780157946
2017-11-06-22:53:35,21,True,0.0,0.0,79.5808309408,41.6248054727,5.22814018244,928.36486809,928.36486809,1045.8213597744
2017-11-06-22:58:35,22,True,0.0,0.0,69.4708339227,33.4478143978,4.26052066009,927.61822872,927.61822872,1026.9037874368
2017-11-06-23:03:35,23,True,0.0,0.0,65.724721964,30.4279565614,3.92598209286,931.87514412,931.87514412,1024.3108245317
2017-11-06-23:08:35,24,True,0.0,0.0,58.6591354482,24.7145110541,3.32870153722,905.56791957,905.56791957,985.4402106313
2017-11-06-23:13:35,25,True,0.0,0.0,66.2992469841,30.8787195336,3.97586303658,872.4611547,872.4611547,966.3693353580801
2017-11-06-23:18:35,26,True,0.0,0.0,63.6399716589,28.7313896685,3.74453849939,870.50548503,870.50548503,959.6069749346001
2017-11-06-23:23:35,27,True,0.0,0.0,64.0250382121,29.0453465707,3.77778318943,870.72818661,870.72818661,960.5257205976
2017-11-06-23:28:35,28,True,0.0,0.0,75.9901251154,38.6991694479,4.87275801611,837.66046356,837.66046356,949.3352820716001
2017-11-06-23:33:35,29,True,0.0,0.0,54.8794533274,21.6673102253,3.02872851072,890.15121045,890.15121045,963.2973617609
2017-11-06-23:38:35,30,True,0.0,0.0,70.632751961,34.4021787665,4.36776202533,938.0769588,938.0769588,1039.32512481531
2017-11-06-23:43:35,31,True,0.0,0.0,68.1217875735,32.3712223203,4.13913081179,946.40792967,946.40792967,1043.1228641766
2017-11-06-23:48:35,32,True,0.0,0.0,65.7676464926,30.475055256,3.93034876196,989.35832871,989.35832871,1081.3838276666
2017-11-06-23:53:35,33,True,0.0,0.0,92.8427570051,52.3645160055,6.63857253059,978.90724629,978.90724629,1120.012088226
2017-11-06-23:58:35,34,True,0.0,0.0,106.35050498,63.2634885294,8.2363109357,985.0789845,985.0789845,1150.4951952855001
2017-11-07-00:03:35,35,True,0.0,0.0,114.379515538,69.7670744964,9.26599028998,971.53394418,971.53394418,1151.5810329394003
2017-11-07-00:08:35,36,True,0.0,0.0,85.2600333079,46.2357557231,5.81330915331,1022.84903619,1022.84903619,1149.8825605064
2017-11-07-00:13:35,37,True,0.0,0.0,97.904040025,56.4481855061,7.21792061173,1024.62946425,1024.62946425,1174.4998383432
2017-11-07-00:18:35,38,True,0.0,0.0,90.3271156208,50.3594877321,6.36073373863,1072.89649152,1072.89649152,1208.5630992161998
2017-11-07-00:23:35,39,True,0.0,0.0,58.8479993968,24.8772250089,3.34452365979,1002.85388073,1002.85388073,1082.3453856920996
2017-11-07-00:28:35,40,True,0.0,0.0,80.1350499599,42.0857125469,5.28456453315,1013.02875495,1013.02875495,1131.0159646589
2017-11-07-00:33:35,41,True,0.0,0.0,85.9078329036,46.7452944252,5.88095544674,956.22712083,956.22712083,1084.986511737
2017-11-07-00:38:35,42,True,0.0,0.0,68.4950530395,32.6824706932,4.1732194511,1018.67724729,1018.67724729,1115.3604332252
2017-11-07-00:43:35,43,True,0.0,0.0,55.6283946629,22.2848032954,3.08749574726,984.9086568,984.9086568,1058.7127237031
2017-11-07-00:48:35,44,True,0.0,0.0,43.0792703511,20.0657256751,23.2847279683,947.26282248,947.26282248,1006.0493276004498
2017-11-07-00:53:35,45,True,0.0,0.0,80.1666598873,42.0963075659,5.28691504674,916.16401719,916.16401719,1034.84353143545
2017-11-07-00:58:35,46,True,0.0,0.0,64.9410732034,29.7901985655,3.85731337755,895.46370858,895.46370858,986.7502944739998
2017-11-07-01:03:35,47,True,0.0,0.0,61.4833686706,26.9939457707,3.56182015769,907.53078366,907.53078366,992.50800010947
2017-11-07-01:08:35,48,True,0.0,0.0,84.3622339271,45.4896236433,5.71785621461,926.20738116,926.20738116,1052.37252582547
2017-11-07-01:13:35,49,True,0.0,0.0,58.233998341,24.3727581109,3.2942967508,891.60890553,891.60890553,970.7904867732999
2017-11-07-01:18:35,50,True,0.0,0.0,73.1341618317,36.4046368276,4.60011677188,867.86190558,867.86190558,974.15069851686
2017-11-07-01:23:35,51,True,0.0,0.0,74.934814673,37.8721092647,4.77223626268,930.77950995,930.77950995,1039.9149281075001
2017-11-07-01:28:35,52,True,0.0,0.0,46.9435774499,20.0006145376,2.63129634457,903.50172621,903.50172621,966.9400167284998
2017-11-07-01:33:35,53,True,0.0,0.0,84.1867889436,45.3612883208,5.70029491396,937.71160776,937.71160776,1063.43842952762
2017-11-07-01:38:35,54,True,0.0,0.0,68.4368776438,32.6135888139,4.16688220564,946.84498488,946.84498488,1044.1100226439
2017-11-07-01:43:35,55,True,0.0,0.0,72.8088323952,36.1489701613,4.56982710224,911.5728786,911.5728786,1016.9999976539001
2017-11-07-01:48:35,56,True,0.0,0.0,57.843021904,24.0592562713,3.26282863622,934.16518143,934.16518143,1012.2580942471999
2017-11-07-01:53:35,57,True,0.0,0.0,64.1777554903,29.1807933334,3.79152511782,935.57112417,935.57112417,1025.1585338412901
2017-11-07-01:58:35,58,True,0.0,0.0,62.3685223484,27.7129333246,3.63657913264,944.5788414,944.5788414,1030.8135246134502
2017-11-07-02:03:35,59,True,0.0,0.0,72.9099857077,36.2267552492,4.57914580242,894.16669491,894.16669491,999.8895520364501
2017-11-07-02:08:35,60,True,0.0,0.0,46.3756669253,20.000590808,2.60920707614,959.17173327,959.17173327,1021.6127499333
2017-11-07-02:13:35,61,True,0.0,0.0,77.7767030882,40.1749257894,5.04918145668,958.91361678,958.91361678,1072.9921226479503
2017-11-07-02:18:35,62,True,0.0,0.0,75.9753757009,38.7197006768,4.87303868053,951.5131209,951.5131209,1062.3384058093998
2017-11-07-02:23:35,63,True,0.0,0.0,71.2855936549,34.9268503551,4.42796690797,958.51790964,958.51790964,1060.8545003294
2017-11-07-02:28:35,64,True,0.0,0.0,82.7967663785,44.2314921773,5.55565433286,961.66025685,961.66025685,1084.7321262951
2017-11-07-02:33:35,65,True,0.0,0.0,76.7639005364,39.3521231041,4.94953046076,956.71992924,956.71992924,1068.8861965974002
2017-11-07-02:38:35,66,True,0.0,0.0,55.1190385801,21.8654727996,3.04731655761,949.88271348,949.88271348,1022.98027914
2017-11-07-02:43:35,67,True,0.0,0.0,73.2774557531,36.5280066848,4.61427493475,909.15597333,909.15597333,1015.4217087716302
2017-11-07-02:48:35,68,True,0.0,0.0,76.5218882511,39.150665424,4.92560004396,923.54307138,923.54307138,1035.6112292089
2017-11-07-02:53:35,69,True,0.0,0.0,79.183284017,41.3084749691,5.18862196803,905.61426471,905.61426471,1022.5232893209
2017-11-07-02:58:35,70,True,0.0,0.0,95.7425455024,54.6782029257,6.96602023661,893.05725168,893.05725168,1040.0388704432003
2017-11-07-03:03:35,71,True,0.0,0.0,65.6672037301,30.3756849559,3.92065882706,895.55010579,895.55010579,988.1297582647
2017-11-07-03:08:35,72,True,0.0,0.0,60.8383336862,26.4770446297,3.50811379915,901.84843449,901.84843449,985.6508866268
2017-11-07-03:13:35,73,True,0.0,0.0,71.9973622996,35.5059366176,4.49440838268,964.73604186,964.73604186,1068.21718947966
2017-11-07-03:18:35,74,True,0.0,0.0,60.7659168187,26.4342689636,3.50280584395,1019.31253623,1019.31253623,1102.1355720776996
2017-11-07-03:23:35,75,True,0.0,0.0,70.7410831359,34.5084102974,4.37870054203,1095.0733161,1095.0733161,1195.2320744436101
2017-11-07-03:28:35,76,True,0.0,0.0,89.3721986327,49.564644994,6.25471843337,1081.52081856,1081.52081856,1215.4969400974996
2017-11-07-03:33:35,77,True,0.0,0.0,100.653970555,58.697616828,7.54441493424,1074.92187402,1074.92187402,1229.2863421439
2017-11-07-03:38:35,78,True,0.0,0.0,108.575032937,65.1103238918,8.51890351437,1104.12533205,1104.12533205,1272.469413798
2017-11-07-03:43:35,79,True,0.0,0.0,109.806953673,66.0854055375,8.67399073695,1068.05853297,1068.05853297,1239.0506615218997
2017-11-07-03:48:35,80,True,0.0,0.0,141.490597955,91.7310115885,13.1754540915,1131.14438253,1131.14438253,1358.9334315219
2017-11-07-03:53:35,81,True,0.0,0.0,137.271614793,88.3312176809,12.5248783347,1137.03046065,1137.03046065,1357.0154996984002
2017-11-07-03:58:35,82,True,0.0,0.0,141.515254307,91.7269279094,13.1772329987,1080.71925525,1080.71925525,1308.921789201
2017-11-07-04:03:35,83,True,0.0,0.0,146.148173565,95.4952237768,13.9129977354,1145.10172986,1145.10172986,1381.1126024295
2017-11-07-04:08:35,84,True,0.0,0.0,174.915870121,118.774040339,18.9085134473,1148.75100216,1148.75100216,1436.6616087167001
2017-11-07-04:13:35,85,True,0.0,0.0,141.092513284,91.444312934,13.1163226687,1238.48962569,1238.48962569,1464.5207828993998
2017-11-07-04:18:35,86,True,0.0,0.0,197.321467934,136.964385003,23.3253916928,1298.05914312,1298.05914312,1624.9681043141
2017-11-07-04:23:35,87,True,0.0,0.0,235.677119386,167.972137231,31.9278043415,1272.84930117,1272.84930117,1669.3995046230002
2017-11-07-04:28:35,88,True,0.0,0.0,216.648396143,152.617000509,27.4970868046,1388.34444015,1388.34444015,1749.3757316805998
2017-11-07-04:33:35,89,True,0.0,0.0,238.439931675,170.28389991,32.6094470706,1416.05394291,1416.05394291,1816.1275281587002
2017-11-07-04:38:35,90,True,0.0,0.0,229.956302016,163.367294853,30.5628588453,1372.95171576,1372.95171576,1758.2776503703003
2017-11-07-04:43:35,91,True,0.0,0.0,235.520454677,167.970731169,31.9067172613,1498.73647356,1498.73647356,1892.5057041327004
2017-11-07-04:48:35,92,True,0.0,0.0,236.490929349,168.727776084,32.1378771451,1500.87531276,1500.87531276,1896.543825659
2017-11-07-04:53:35,93,True,0.0,0.0,258.532795749,186.587302375,37.7071694881,1519.57923732,1519.57923732,1954.795906899
2017-11-07-04:58:35,94,True,71.5468151147,0.549003433189,221.602663668,156.767836311,28.6007852531,1611.56974068,1611.56974068,1978.27130541984
2017-11-07-05:03:35,95,True,0.0,0.0,288.229354443,210.644803164,45.9066593309,1545.62547825,1545.62547825,2034.4520011606999
2017-11-07-05:08:35,96,True,84.6050841774,0.0284205474138,249.134620582,179.054703082,35.288255472,1572.73206354,1572.73206354,1990.1485906739003
2017-11-07-05:13:35,97,True,50.3517695132,0.941733089161,297.395295098,247.340237451,53.7196368177,1627.25059323,1627.25059323,2159.7439625072107
2017-11-07-05:18:35,98,True,83.1983076022,0.880284585855,295.692336286,223.924703792,49.265850602,1780.24370103,1780.24370103,2285.42012224266
2017-11-07-05:23:35,99,True,39.5534977161,0.0437821399572,299.982075378,249.981208736,54.6049526993,1760.65446564,1760.65446564,2297.0345332675597
2017-11-07-05:28:35,100,True,73.8468245303,-0.000282578470676,300.0,250.000053316,15070.544308,1727.66058615,1742.67651308,2279.9705628609795
2017-11-07-05:33:35,101,True,41.0782991535,-0.000362978843946,300.000063844,250.000069335,53819.513648,1943.58155886,1997.34645304,2530.5659845050704
2017-11-07-05:38:35,102,True,62.6294066571,-0.000363378714773,300.000063746,250.000069209,61153.0290397,1914.16169826,1975.26010772,2508.25401712649
2017-11-07-05:43:35,103,True,51.19148797,-0.000356550867796,300.00006277,250.000068195,29740.508106,1952.27716653,1981.96305537,2515.64285595928
2017-11-07-05:48:35,104,True,66.776549635,-0.000370310708185,300.000054214,250.000060741,200764.750242,1898.95670406,2099.66683869,2630.81570437617
2017-11-07-05:53:35,105,True,66.6349816062,-0.000367496958141,300.000057402,250.000063856,87088.2023828,2093.92781949,2180.96140332,2710.796435417519
2017-11-07-05:58:35,106,True,0.0,0.0,300.0,250.0,196880.530576,2080.38683925,2277.21275492,2805.3236481157996
2017-11-07-06:03:35,107,True,83.1531592522,-0.000470430362425,300.000080933,250.000087799,45006.1149325,2127.41179461,2172.36328781,2701.94482662002
2017-11-07-06:08:35,108,True,72.2494630319,-0.000545032264828,300.000085102,250.000097194,148138.229121,2269.77798717,2417.86159657,2943.03629362872
2017-11-07-06:13:35,109,True,90.6268993054,-0.000451661959341,300.000077222,250.000087516,173185.742635,2183.5538217,2356.68494587,2883.41891321769
2017-11-07-06:18:35,110,True,63.8128515179,-0.000562174047165,300.000089591,250.000102957,105466.743732,2361.8940246,2467.30614664,2991.38990166841
2017-11-07-06:23:35,111,True,98.685444648,-0.000876921544537,300.000128993,250.00014553,229935.032132,2389.50740988,2619.38781643,3140.71639547155
2017-11-07-06:28:35,112,True,74.8213601367,-0.00077137204863,300.00010654,250.000122437,143968.439339,2423.48267511,2567.39649149,3089.39761376099
2017-11-07-06:33:35,113,True,99.5320806498,-0.00121585396641,300.000171229,250.000194734,211436.793754,2585.68647561,2797.06863662,3314.36393493285
2017-11-07-06:38:35,114,True,68.7577202213,-0.00144142257055,300.00020533,250.000232666,233457.404125,2560.7534391,2794.15620805,3311.0951654916194
2017-11-07-06:43:35,115,True,100.253978239,-0.000657456658303,300.000118338,250.000128402,13888.9851366,2651.63406246,2665.46828531,3185.1623231295903
2017-11-07-06:48:35,116,True,82.1404107677,-0.00208709829468,300.000300127,250.000339373,278785.824624,2686.44809934,2965.17927778,3478.50429320639
2017-11-07-06:53:35,117,True,100.312003338,-0.00198974285787,300.00028334,250.000321292,247861.976433,2647.96059447,2895.76792557,3409.68935869476
2017-11-07-06:58:35,118,True,98.2872361603,-0.0028121737317,300.00039855,250.000453755,329407.105909,2832.24394359,3161.59638487,3669.88504796075
2017-11-07-07:03:35,119,True,97.395267388,0.0,300.0,250.0,418417.996551,2703.08386962,3121.44725615,3630.1450994280704
2017-11-07-07:08:35,120,True,95.5947802509,-0.00146851860468,300.000204443,250.000236461,161393.297989,2967.77953557,3129.11817782,3637.3959513824702
2017-11-07-07:13:35,121,True,92.0691606217,0.0,300.0,250.0,409889.986659,2908.58125293,3318.41662957,3822.827001657901
2017-11-07-07:18:35,122,True,86.385342221,0.0,300.0,250.0,341284.582566,3050.35545339,3391.58542594,3893.0172080951106
2017-11-07-07:23:35,123,True,103.306904974,-0.00250564454042,300.000362386,250.000412182,336975.364151,3113.45619534,3450.37685361,3950.5155096240996
2017-11-07-07:28:35,124,True,95.522854075,-0.00146461416396,300.000224028,250.000251602,345685.124383,3270.21717672,3615.84755663,4111.06122556191
2017-11-07-07:33:35,125,True,0.0,0.0,300.0,250.00006741,398634.537574,3182.30296389,3580.88220809,4076.1996309158003
2017-11-07-07:38:35,126,True,102.539376302,-0.00272085823002,300.000426814,250.00048499,446521.464753,3415.69565361,3862.16224984,4349.98777723751
2017-11-07-07:43:35,127,True,75.5987782818,-0.00145737461169,300.00025366,250.000281105,211665.859773,3518.63051274,3730.24155039,4220.084017650139
2017-11-07-07:48:35,128,True,103.749343922,-0.00309182872363,300.000473154,250.000539974,479170.650781,3402.6877449,3881.80352197,4368.7389755124495
2017-11-07-07:53:35,129,True,88.852466951,-0.00155499710456,300.000270371,250.000298238,107080.146201,3771.74350971,3878.76877307,4365.001501997959
2017-11-07-07:58:35,130,True,106.250352546,0.0,300.0,250.0,516845.564548,3756.45187251,4273.24276352,4746.387176012371
2017-11-07-08:03:35,131,True,97.6784164733,-0.00192564737376,300.000304904,250.000343133,220816.412157,3764.32634241,3985.08782761,4469.179530598771
2017-11-07-08:08:35,132,True,85.9462962881,0.0,300.0,250.0,402769.306481,3989.59869753,4392.31336346,4861.15772731967
2017-11-07-08:13:35,133,True,104.523696659,0.0,300.0,250.0,634633.347097,3882.68143299,4517.26004616,4981.80769746575
2017-11-07-08:18:35,134,True,98.0557129416,-0.00185730849618,300.000307778,250.00034616,105916.154267,3941.28184455,4047.14303281,4528.083472717679
2017-11-07-08:23:35,135,True,102.374649394,0.0,300.0,250.0,545251.391277,4043.53166589,4588.72817485,5049.72104547055
2017-11-07-08:28:35,136,True,102.799920173,0.0,300.0,250.0,337339.333251,4143.25890144,4480.54362462,4946.82314111733
2017-11-07-08:33:35,137,True,105.234026347,0.0,300.0,250.0,369685.046543,4080.16490886,4449.79534509,4917.4423744162395
2017-11-07-08:38:35,138,True,106.446844996,0.0,300.0,250.0,464194.26546,4064.42951307,4528.56913037,4991.533308903191
2017-11-07-08:43:35,139,True,101.948092535,0.0,300.0,250.0,527817.09643,4080.32823375,4608.09064032,5069.424279224
2017-11-07-08:48:35,140,True,104.07773689,0.0,300.0,250.0,407893.841572,3984.54141573,4392.38064656,4860.777913058029
2017-11-07-08:53:35,141,True,104.918081688,0.0,300.0,250.0,387455.387733,4096.24986879,4483.65064634,4949.91390878342
2017-11-07-08:58:35,142,True,101.359312062,0.0,300.0,250.0,495537.839605,4033.30061952,4528.78377955,4991.962944848691
2017-11-07-09:03:35,143,True,102.029529287,0.0,300.0,250.0,516883.101827,3939.8378481,4456.66631129,4923.326702519871
2017-11-07-09:08:35,144,True,101.213856959,0.0,300.0,250.0,426409.048196,3989.62215828,4415.97659609,4884.3786186118
2017-11-07-09:13:35,145,True,96.1952987776,-0.00406292873934,300.00058914,250.000687784,323234.477114,4059.05093622,4382.23016686,4851.076358097489
2017-11-07-09:18:35,146,True,100.926484423,0.0,300.0,250.0,587143.390694,3978.36348696,4565.45217088,5028.01450697973
2017-11-07-09:23:35,147,True,100.484563432,0.0,300.0,250.0,409952.502891,3993.31298556,4403.21087837,4870.736939373629
2017-11-07-09:28:35,148,True,99.7893516906,0.0,300.0,250.0,468569.47665,4064.10817419,4532.62298808,4996.86517821322
2017-11-07-09:33:35,149,True,102.209216615,-0.00336910330643,300.000504625,250.000584648,277646.021949,4110.65940267,4388.25018205,4857.06381093632
2017-11-07-09:38:35,150,True,103.451152229,-0.0034011717054,300.000524161,250.000606691,301071.185193,4117.10627421,4418.12220014,4885.83631870935
2017-11-07-09:43:35,151,True,105.21052832,0.0,300.0,250.0,477825.089604,4129.70215572,4607.47260942,5067.7200990887
2017-11-07-09:48:35,152,True,108.856789076,0.0,300.0,250.0,353896.928342,4195.27438488,4549.11670302,5012.605975517971
2017-11-07-09:53:35,153,True,102.273312759,0.0,300.0,250.0,418002.907196,4219.8051969,4637.75349208,5097.898797121169
